slip,mu_true,mu_noisy,surface,c1,c2,c3
0.15343109922485954,0.7989796112543163,0.7920929557039943,Wet asphalt,0.857,33.82,0.347
0.38363780751925286,0.7238756939168235,0.7056403999770723,Wet asphalt,0.857,33.82,0.347
0.1367939011420875,0.8011422842205572,0.7904140657455696,Wet asphalt,0.857,33.82,0.347
0.38119721074806656,0.7247224100394649,0.7290581064430619,Wet asphalt,0.857,33.82,0.347
0.14464919193945389,0.8003739796402032,0.7947513933466912,Wet asphalt,0.857,33.82,0.347
0.36739100660358787,0.7295118787889026,0.7299356497281204,Wet asphalt,0.857,33.82,0.347
0.4612633241073451,0.6969414826485302,0.6733663169442616,Wet asphalt,0.857,33.82,0.347
0.2691614394611106,0.7635055733768613,0.7583019430115292,Wet asphalt,0.857,33.82,0.347
0.14453937459901486,0.8003881504550466,0.8082708129819316,Wet asphalt,0.857,33.82,0.347
0.17569669279726993,0.18324998086215738,0.1761355731445335,Snow,0.1946,94.13,0.0646
0.25451610152314835,0.17815825983394,0.16938447176853436,Snow,0.1946,94.13,0.0646
0.3188636767518262,0.17400140648181406,0.18185463372970057,Snow,0.1946,94.13,0.0646
0.4922512313184662,0.16280057045682708,0.15296914245067555,Snow,0.1946,94.13,0.0646
0.20204011139255498,0.18154820773322486,0.18016711154989196,Snow,0.1946,94.13,0.0646
0.4630248716349691,0.164688593292381,0.15766875343040998,Snow,0.1946,94.13,0.0646
0.2024905346212729,0.1815191104371015,0.18547831911251797,Snow,0.1946,94.13,0.0646
0.2910911292240119,0.17579551305188376,0.17857169976052967,Snow,0.1946,94.13,0.0646
0.41179637200268826,0.16799795436862633,0.1463501434918948,Snow,0.1946,94.13,0.0646
0.39281325303463754,0.1692242638539624,0.1762371405226787,Snow,0.1946,94.13,0.0646
0.48862696786500687,0.16303469787592056,0.156940815911653,Snow,0.1946,94.13,0.0646
0.3210612532574928,0.1738594430395514,0.19393748559873863,Snow,0.1946,94.13,0.0646
0.4847062650249966,0.1632879752793852,0.17213039790251644,Snow,0.1946,94.13,0.0646
0.4813762600757132,0.16350309359910892,0.17306960861795653,Snow,0.1946,94.13,0.0646
0.42311145366539804,0.16726700009321527,0.1437414670008072,Snow,0.1946,94.13,0.0646
0.07061382802391702,0.1897857430199184,0.20732287096958624,Snow,0.1946,94.13,0.0646
0.44659311385287564,0.16575008484510423,0.1664209159375549,Snow,0.1946,94.13,0.0646
0.4745915356929574,0.16394138679423495,0.1509380593245413,Snow,0.1946,94.13,0.0646
0.362168057817868,0.17120394346496542,0.17452627922526798,Snow,0.1946,94.13,0.0646
0.22257099697591584,0.1802219134403281,0.19320886606527296,Snow,0.1946,94.13,0.0646
0.2131737383005433,0.18082897613031887,0.16540583751108082,Snow,0.1946,94.13,0.0646
0.4598074051684359,0.16489644162611905,0.17558795381496034,Snow,0.1946,94.13,0.0646
0.14838765035238027,0.18501399066471558,0.1820721127570943,Snow,0.1946,94.13,0.0646
0.3697898412961197,0.1707115762522705,0.16540115511351997,Snow,0.1946,94.13,0.0646
0.22606165902956712,0.17999641671507802,0.17609722011690596,Snow,0.1946,94.13,0.0646
0.27489615809299894,0.17684170818606676,0.16898040306033466,Snow,0.1946,94.13,0.0646
0.49426711000284107,0.16267034469381647,0.16486367473528593,Snow,0.1946,94.13,0.0646
0.26344986168816503,0.17758113893163874,0.1802530136661552,Snow,0.1946,94.13,0.0646
0.41354660829769496,0.1678848891039689,0.1782926753369278,Snow,0.1946,94.13,0.0646
0.43812661128533237,0.1662970209109675,0.18020824248075318,Snow,0.1946,94.13,0.0646
0.2688994635216602,0.17722909465452152,0.17430392869157452,Snow,0.1946,94.13,0.0646
0.1920326536269991,0.18219468782893308,0.19293344316482236,Snow,0.1946,94.13,0.0646
0.439484616956723,0.1662092937445957,0.15506186950858075,Snow,0.1946,94.13,0.0646
0.3370828462853166,0.17282444812996534,0.17925282779695487,Snow,0.1946,94.13,0.0646
0.26873551955836156,0.17723968543451984,0.16672006600520814,Snow,0.1946,94.13,0.0646
0.23055237706112125,0.17970631636871587,0.17440766489691473,Snow,0.1946,94.13,0.0646
0.49589671489662557,0.16256507221767796,0.16865760571417457,Snow,0.1946,94.13,0.0646
0.40216214654443616,0.1686203253332294,0.16160250890754657,Snow,0.1946,94.13,0.0646
0.36189254950318545,0.17122174130209392,0.17618270695165347,Snow,0.1946,94.13,0.0646
0.16962620147666815,0.1836421247485886,0.16961676896922695,Snow,0.1946,94.13,0.0646
0.47765447878714007,0.16374352067035075,0.15698356314703235,Snow,0.1946,94.13,0.0646
0.2888615204999597,0.1759395457754003,0.1812885453314599,Snow,0.1946,94.13,0.0646
0.4447288743641955,0.16587051471607298,0.18062960061788605,Snow,0.1946,94.13,0.0646
0.4757944363393175,0.1638636794124801,0.15274433291818496,Snow,0.1946,94.13,0.0646
0.22739742579642172,0.1799101261951264,0.19537084912720684,Snow,0.1946,94.13,0.0646
0.49446738519619404,0.16265740691632585,0.16533956569654948,Snow,0.1946,94.13,0.0646
0.4728645672440455,0.16405294895603464,0.18616674354916346,Snow,0.1946,94.13,0.0646
0.37645437233056817,0.17028104754744522,0.16744589960097656,Snow,0.1946,94.13,0.0646
0.4256821769789896,0.16710093136715726,0.16229108915274243,Snow,0.1946,94.13,0.0646
0.2638144042404369,0.17755758948287348,0.18081536120645814,Snow,0.1946,94.13,0.0646
0.3787699123945498,0.04962123008760545,0.06114330591201686,Ice,0.05,306.4,0.001
0.3637600083230312,0.04963623999167697,0.05608025205757086,Ice,0.05,306.4,0.001
0.43706154767523286,0.04956293845232477,0.03920301282114143,Ice,0.05,306.4,0.001
0.4505690277122737,0.04954943097228773,0.05743593044363658,Ice,0.05,306.4,0.001
0.35743722473085693,0.04964256277526915,0.04970992610205457,Ice,0.05,306.4,0.001
0.44151828312423247,0.04955848171687577,0.05945989881006837,Ice,0.05,306.4,0.001
0.44623365654884584,0.049553766343451155,0.04653925574425279,Ice,0.05,306.4,0.001
0.3858306001812751,0.049614169399818726,0.05154776259455851,Ice,0.05,306.4,0.001
0.31996134915556296,0.04968003865084444,0.04895723101787135,Ice,0.05,306.4,0.001
0.40983799332722787,0.049590162006672774,0.047238173790055855,Ice,0.05,306.4,0.001
0.39627220633554944,0.049603727793664454,0.0645324826643143,Ice,0.05,306.4,0.001
0.458363473246297,0.0495416365267537,0.05829011595302908,Ice,0.05,306.4,0.001
0.42563800207137337,0.049574361997928626,0.05359777681475613,Ice,0.05,306.4,0.001
0.36394092170080605,0.0496360590782992,0.03555827272208533,Ice,0.05,306.4,0.001
0.4909524248422532,0.04950904757515775,0.04231025903306716,Ice,0.05,306.4,0.001
0.3426434783947645,0.04965735652160524,0.04955347526224501,Ice,0.05,306.4,0.001
0.45040649388669807,0.04954959350611331,0.05509211622388776,Ice,0.05,306.4,0.001
0.46517109558064096,0.04953482890441936,0.03208001346218814,Ice,0.05,306.4,0.001
0.3970195955676369,0.04960298040443237,0.057529305826211796,Ice,0.05,306.4,0.001
0.10907888884199139,0.04989092111115786,0.03824344215149769,Ice,0.05,306.4,0.001
0.11790593148870289,0.04988209406851129,0.03727487595858013,Ice,0.05,306.4,0.001
0.17377215401543575,0.04982622784598457,0.05980928929129778,Ice,0.05,306.4,0.001
0.4191814909335859,0.04958081850906642,0.04300860234511781,Ice,0.05,306.4,0.001
0.10576098595063871,0.04989423901404894,0.052711740609745074,Ice,0.05,306.4,0.001
0.4185550148716815,0.04958144498512832,0.058948658830615744,Ice,0.05,306.4,0.001
0.32434100186292497,0.04967565899813708,0.05507879780284659,Ice,0.05,306.4,0.001
0.30427205039133387,0.04969572794960867,0.03804191899090718,Ice,0.05,306.4,0.001
0.19677413642787775,0.04980322586357212,0.04314317508261132,Ice,0.05,306.4,0.001
0.163746930255319,0.049836253069744686,0.04288074366004292,Ice,0.05,306.4,0.001
0.17769785121855808,0.049822302148781444,0.052839706326462565,Ice,0.05,306.4,0.001
0.4410858334342149,0.049558914166565785,0.05202293599671499,Ice,0.05,306.4,0.001
0.2094936292233755,0.04979050637077663,0.060025675979539256,Ice,0.05,306.4,0.001
0.4213840478547428,0.04957861595214526,0.053839385075795505,Ice,0.05,306.4,0.001
0.4190523984046791,0.04958094760159532,0.05836064224567818,Ice,0.05,306.4,0.001
0.3618313877675231,0.049638168612232476,0.04690526629327589,Ice,0.05,306.4,0.001
0.4900190725425067,0.049509980927457495,0.04552853440847114,Ice,0.05,306.4,0.001
0.305891168937806,0.0496941088310622,0.033509215129814154,Ice,0.05,306.4,0.001
0.09494254219045366,0.049905057457797934,0.04254382387201825,Ice,0.05,306.4,0.001
0.3522237225698469,0.04964777627743015,0.031969688283392514,Ice,0.05,306.4,0.001
0.22556661257001767,0.049774433387429984,0.040744282981723154,Ice,0.05,306.4,0.001
0.17695023004140928,0.04982304976995859,0.06420427928375798,Ice,0.05,306.4,0.001
0.498123514563034,0.04950187648543697,0.05128316003219382,Ice,0.05,306.4,0.001
0.2997490222218213,0.04970025097777818,0.04971010147542424,Ice,0.05,306.4,0.001
0.41615967599610665,0.0495838403240039,0.0479634613879225,Ice,0.05,306.4,0.001
0.22984460751037966,0.04977015539248962,0.04423534876076593,Ice,0.05,306.4,0.001
0.05912927784212454,0.049940870044882395,0.048618036934829904,Ice,0.05,306.4,0.001
0.4936626427172042,0.0495063373572828,0.05927061193382059,Ice,0.05,306.4,0.001
0.42538966656128535,0.04957461033343872,0.03854454563616076,Ice,0.05,306.4,0.001
0.42062100210582987,0.04957937899789417,0.042623098658767324,Ice,0.05,306.4,0.001
0.4524256246895453,0.04954757437531046,0.0398305419239708,Ice,0.05,306.4,0.001
